Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
4.9,64.3,3.84,1.53,0.3,21.48,1.82,93.84,2.46,1.28,52.66,21.9,6.49,11.69,24.66,25.73,1310,0.39,0.31,0.34
,,,,,,,,,,,,,,,,,,,
5.15,64,3.86,1.54,0.33,21.83,1.74,91.67,2.42,1.33,47.39,26.88,7.12,11.75,25.98,26.55,1290,0.38,0.31,0.35
,,,,,,,,,,,,,,,,,,,
5.03,64.49,3.89,1.54,0.3,21.67,1.4,93.14,2.43,1.29,52.75,22.38,6.75,11.84,25.33,26.24,1350,0.35,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.89,64.18,3.81,1.54,0.37,21.42,2.24,93.94,2.46,1.28,51.02,22.96,6.51,11.59,24.62,25.72,1290,0.4,0.32,0.34
,,,,,,,,,,,,,,,,,,,
4.96,64.28,3.77,1.55,0.34,21.34,3.06,94.32,2.44,1.32,48.29,24.79,6.77,11.47,25,25.82,1200,0.38,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.94,64.49,3.79,1.57,0.32,21.34,2.96,94.64,2.44,1.3,49.66,23.76,6.68,11.53,24.89,25.8,1200,0.39,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.84,64.27,3.79,1.5,0.28,20.75,2.36,96.83,2.4,1.28,56.36,17.02,6.41,11.53,24.36,25.4,1270,0.34,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.99,64.19,4,1.55,0.33,21.53,1.98,93.2,2.39,1.25,50.34,23.79,6.46,12.17,25.08,26.4,1270,0.37,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.97,63.95,4.16,1.55,0.38,21.38,1.76,93.31,2.34,1.19,51.31,22.63,6.13,12.66,24.92,26.74,1280,0.39,0.32,0.34
,,,,,,,,,,,,,,,,,,,
5.23,63.63,4,1.57,0.23,22.12,1.24,89.86,2.4,1.31,44.98,29.53,7.09,12.17,26.36,27.03,1360,0.36,0.31,0.34
,,,,,,,,,,,,,,,,,,,
5.08,63.83,3.89,1.55,0.28,21.86,1.4,91.4,2.44,1.31,48.28,26.29,6.88,11.84,25.6,26.37,1330,0.37,0.31,0.34
,,,,,,,,,,,,,,,,,,,
5,63.84,3.81,1.56,0.4,21.65,1.96,92.39,2.46,1.31,48.29,25.68,6.8,11.59,25.2,26.09,1280,0.45,0.34,0.34
,,,,,,,,,,,,,,,,,,,
5,64.35,3.79,1.55,0.21,21.33,2.94,94.37,2.43,1.32,48.84,24.35,6.84,11.53,25.21,25.85,1220,0.37,0.3,0.34
,,,,,,,,,,,,,,,,,,,
5,64.43,3.82,1.52,0.23,21.22,2.52,94.89,2.41,1.31,51.67,21.9,6.79,11.62,25.2,25.9,1280,0.36,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.9,64.6,3.8,1.54,0.24,21.38,2.4,94.7,2.46,1.29,52.33,21.86,6.56,11.56,24.67,25.6,1320,0.34,0.29,0.33
,,,,,,,,,,,,,,,,,,,
4.89,64.15,3.83,1.53,0.28,21.33,2.99,94.23,2.45,1.28,48.5,24.6,6.48,11.65,24.61,25.66,1220,0.37,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.89,64.6,3.74,1.54,0.29,21.52,2.68,94.23,2.49,1.31,50.28,23.81,6.63,11.38,24.64,25.48,1270,0.36,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.91,64.25,3.71,1.54,0.23,21.92,1.96,92.21,2.54,1.32,48.66,26.18,6.73,11.29,24.76,25.42,1330,0.36,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.97,64.58,3.78,1.54,0.19,21.67,1.86,93.46,2.48,1.31,51.8,23.09,6.77,11.5,25.05,25.71,1300,0.33,0.29,0.34
,,,,,,,,,,,,,,,,,,,
4.93,64.64,3.74,1.54,0.24,21.71,1.84,93.5,2.5,1.32,52.15,22.94,6.74,11.38,24.85,25.55,1340,0.31,0.29,0.34
,,,,,,,,,,,,,,,,,,,
4.83,64.25,3.7,1.53,0.4,21.48,1.82,94.01,2.52,1.31,53.12,21.55,6.54,11.26,24.34,25.32,1310,0.34,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.95,64.16,3.77,1.54,0.33,21.51,2.36,93.5,2.47,1.31,49.42,24.43,6.74,11.47,24.95,25.77,1270,0.37,0.31,0.34
,,,,,,,,,,,,,,,,,,,
4.96,64.27,3.76,1.54,0.28,21.66,2.83,93.09,2.48,1.32,46.76,26.86,6.78,11.44,25.01,25.72,1240,0.36,0.3,0.35
,,,,,,,,,,,,,,,,,,,
4.95,64.43,3.76,1.53,0.34,21.56,2.99,93.71,2.48,1.32,47.59,25.95,6.76,11.44,24.95,25.74,1220,0.36,0.3,0.34
,,,,,,,,,,,,,,,,,,,
4.87,64.38,3.64,1.5,0.23,21.89,2.24,92.63,2.57,1.34,48.64,26.1,6.75,11.08,24.57,25.1,1320,0.31,0.29,0.34
,,,,,,,,,,,,,,,,,,,
4.9,64.57,3.7,1.49,0.23,21.66,1.99,93.67,2.52,1.32,51.89,22.99,6.72,11.26,24.71,25.32,1310,0.33,0.28,0.33
,,,,,,,,,,,,,,,,,,,
4.96,65.35,3.8,1.5,0.31,20.98,3.28,97.3,2.39,1.31,54.44,19.12,6.71,11.56,24.99,25.8,1240,0.33,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.96,64.95,3.8,1.49,0.38,20.96,3.53,96.78,2.39,1.31,51.95,20.94,6.71,11.56,24.99,25.86,1220,0.37,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.61,63.82,4.14,1.39,0.39,22.11,1.84,91,2.53,1.11,47.35,27.71,5.21,12.6,23.02,25.49,1310,0.38,0.3,0.32
,,,,,,,,,,,,,,,,,,,
4.62,63.88,4.19,1.38,0.39,22.26,1.72,90.49,2.53,1.1,46.8,28.55,5.15,12.75,23.06,25.62,1280,0.37,0.31,0.33
,,,,,,,,,,,,,,,,,,,
4.7,64.4,4.05,1.4,0.23,22.07,1.84,91.91,2.52,1.16,49.54,25.94,5.6,12.32,23.53,25.41,1330,0.29,0.29,0.33
,,,,,,,,,,,,,,,,,,,
4.62,64.34,4.06,1.4,0.34,21.85,1.92,92.76,2.52,1.14,51.17,24.09,5.37,12.35,23.1,25.3,1300,0.33,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.66,64.7,4.04,1.39,0.41,20.77,3.56,97.48,2.39,1.15,53.92,18.91,5.51,12.29,23.32,25.44,1240,0.38,0.32,0.33
,,,,,,,,,,,,,,,,,,,
4.76,64.81,4.04,1.38,0.21,21.42,2.04,94.87,2.43,1.18,54.95,20,5.78,12.29,23.85,25.52,1290,0.29,0.28,0.33
,,,,,,,,,,,,,,,,,,,
4.63,64.32,4.08,1.36,0.25,21.83,2.02,92.77,2.51,1.13,50.73,24.36,5.37,12.42,23.15,25.24,1300,0.32,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.7,64.25,4.07,1.39,0.25,22.05,1.96,91.75,2.51,1.15,48.56,26.62,5.57,12.39,23.52,25.46,1310,0.33,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.68,64.06,4.07,1.4,0.3,22.17,2.52,91.08,2.53,1.15,44.73,29.86,5.52,12.39,23.42,25.46,1250,0.35,0.32,0.33
,,,,,,,,,,,,,,,,,,,
4.51,64.42,4.03,1.39,0.28,21.97,2.88,92.63,2.57,1.12,47.45,27.23,5.13,12.26,22.53,24.84,1260,0.3,0.3,0.33
,,,,,,,,,,,,,,,,,,,
4.53,64.24,4.01,1.4,0.32,21.75,3.24,93.18,2.55,1.13,46.82,27.08,5.22,12.2,22.64,24.91,1220,0.35,0.33,0.32
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.5,64.34,4.1,1.4,0.32,21.74,2.8,93.33,2.53,1.1,49.17,25.28,4.99,12.48,22.45,25.02,1240,0.31,0.32,0.33
,,,,,,,,,,,,,,,,,,,
4.51,64.31,4.01,1.4,0.4,21.58,3.22,93.96,2.53,1.12,48.61,25.24,5.17,12.2,22.54,24.93,1210,0.36,0.34,0.32
,,,,,,,,,,,,,,,,,,,
4.42,64.08,4.12,1.41,0.37,21.83,2.66,92.73,2.56,1.07,48.5,26.04,4.74,12.54,22.02,24.88,1250,0.35,0.32,0.33
,,,,,,,,,,,,,,,,,,,
4.42,64.35,4.08,1.41,0.34,21.95,2.1,92.7,2.58,1.08,51.03,24.48,4.81,12.42,22.03,24.77,1290,0.34,0.33,0.33
4.48,64.11,4.13,1.4,0.66,21.5,2.8,93.92,2.5,1.08,50.15,23.85,4.88,12.57,22.34,25.36,1240,0.42,0.37,0.33
,,,,,,,,,,,,,,,,,,,
4.49,64.29,4.07,1.41,0.47,21.49,3.36,94.26,2.51,1.1,48.7,24.92,5.01,12.39,22.41,25.08,1210,0.39,0.35,0.32
,,,,,,,,,,,,,,,,,,,
4.52,64.56,4.06,1.41,0.3,21.75,3.06,93.62,2.53,1.11,48.85,25.54,5.11,12.35,22.57,24.98,1220,0.27,0.31,0.32
,,,,,,,,,,,,,,,,,,,
4.51,64.02,4.03,1.39,0.42,21.84,2.84,92.54,2.56,1.12,46.98,27.22,5.13,12.26,22.53,24.98,1200,0.41,0.34,0.33
,,,,,,,,,,,,,,,,,,,
4.54,64.09,4.09,1.4,0.33,21.9,3.5,92.31,2.54,1.11,43.83,29.76,5.11,12.45,22.67,25.12,1210,0.35,0.32,0.33
,,,,,,,,,,,,,,,,,,,
4.51,64.2,4.06,1.4,0.32,22.02,2.04,92.1,2.57,1.11,49.55,25.79,5.08,12.35,22.52,24.96,1290,0.34,0.32,0.34
,,,,,,,,,,,,,,,,,,,
4.6,64.16,4.09,1.42,0.27,21.73,2.86,92.96,2.5,1.12,47.61,26.42,5.27,12.45,22.99,25.26,1230,0.33,0.32,0.33
