Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
5.13,64.16,4.36,1.75,0.2,21.5,1.88,92.73,2.27,1.18,49.4,24.41,6.22,13.27,25.7,27.68,1300,0.31,0.33,0.36
,,,,,,,,,,,,,,,,,,,
5.07,64.19,4.3,1.71,0.27,20.89,2.4,95.28,2.23,1.18,52.53,20.3,6.16,13.08,25.4,27.4,1270,0.29,0.33,0.36
,,,,,,,,,,,,,,,,,,,
5.21,65.3,4.37,1.72,0.36,21.38,2.52,94.7,2.23,1.19,51.8,22.26,6.41,13.3,26.12,28.06,1280,0.29,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.28,64.71,4.43,1.72,0.36,21.8,1.74,92.11,2.25,1.19,48.82,25.71,6.5,13.48,26.47,28.4,1300,0.33,0.36,0.37
,,,,,,,,,,,,,,,,,,,
5.38,64.73,4.46,1.75,0.32,21.99,1.82,91.26,2.23,1.21,46.42,28.07,6.71,13.57,26.99,28.75,1250,0.33,0.34,0.37
5.35,64.44,4.44,1.72,0.36,22.02,1.4,90.81,2.25,1.2,46.95,27.75,6.67,13.51,26.84,28.63,1320,0.27,0.35,0.37
,,,,,,,,,,,,,,,,,,,
5.2,65.87,4.41,1.71,0.38,21.86,1.96,93.68,2.27,1.18,52.76,22.91,6.32,13.42,26.06,28.13,1310,0.29,0.36,0.36
,,,,,,,,,,,,,,,,,,,
5.03,65.56,4.31,1.7,0.58,21.25,2.52,95.94,2.28,1.17,55.14,19.37,6.04,13.12,25.19,27.6,1310,0.32,0.37,0.35
,,,,,,,,,,,,,,,,,,,
5.22,65.43,4.35,1.74,0.4,21.58,1.96,94.12,2.25,1.2,53.05,21.89,6.47,13.24,26.18,28.11,1340,0.32,0.36,0.36
,,,,,,,,,,,,,,,,,,,
4.97,65.6,4.25,1.73,0.45,21.47,2.02,95.29,2.33,1.17,56.15,19.24,5.98,12.93,24.89,27.19,1330,0.33,0.36,0.36
,,,,,,,,,,,,,,,,,,,
5,65.21,4.4,1.71,0.51,21.33,2.24,95.08,2.27,1.14,54.32,20.22,5.81,13.39,25,27.65,1320,0.32,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.1,65.2,4.39,1.72,0.28,21.5,1.9,94.26,2.27,1.16,53.71,21.16,6.09,13.36,25.53,27.7,1340,0.31,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.14,65.37,4.36,1.73,0.37,21.23,2.32,95.51,2.23,1.18,54.52,19.78,6.24,13.27,25.76,27.86,1310,0.33,0.36,0.36
,,,,,,,,,,,,,,,,,,,
5.25,65.64,4.34,1.72,0.37,21.39,1.84,95.11,2.23,1.21,55.65,19.39,6.57,13.21,26.35,28.13,1320,0.31,0.36,0.37
,,,,,,,,,,,,,,,,,,,
5.27,65.78,4.35,1.86,0.35,21.29,2.04,95.66,2.21,1.21,56.01,18.82,6.61,13.24,26.45,28.33,1330,0.28,0.33,0.36
,,,,,,,,,,,,,,,,,,,
5.22,65.46,4.39,1.75,0.3,21.48,1.76,94.51,2.24,1.19,54.69,20.37,6.41,13.36,26.17,28.11,1310,0.29,0.35,0.36
,,,,,,,,,,,,,,,,,,,
5.42,65.17,4.51,1.75,0.39,21.68,1.64,92.91,2.18,1.2,50.96,23.76,6.73,13.72,27.19,29.05,1300,0.3,0.38,0.38
5.34,64.85,4.61,1.77,0.28,21.5,1.72,93.17,2.16,1.16,51.09,23.14,6.35,14.03,26.73,28.95,1320,0.31,0.35,0.37
,,,,,,,,,,,,,,,,,,,
5.18,64.93,4.46,1.78,0.58,21.32,2.36,94.36,2.21,1.16,51.47,22.34,6.18,13.57,25.93,28.45,1250,0.43,0.41,0.36
,,,,,,,,,,,,,,,,,,,
5.07,65.88,4.35,1.75,0.51,21.09,2.24,96.93,2.24,1.17,58.47,16.4,6.08,13.24,25.39,27.79,1340,0.33,0.39,0.35
,,,,,,,,,,,,,,,,,,,
5.2,65.51,4.48,1.77,0.35,21.23,2.02,95.5,2.19,1.16,55.74,18.86,6.2,13.63,26.03,28.32,1330,0.32,0.38,0.36
,,,,,,,,,,,,,,,,,,,
5.14,65.4,4.4,1.77,0.37,21.23,1.96,95.51,2.23,1.17,56.05,18.62,6.18,13.39,25.74,27.98,1350,0.34,0.36,0.36
,,,,,,,,,,,,,,,,,,,
5.12,65.64,4.39,1.8,0.3,21.33,2.1,95.52,2.24,1.17,55.85,19.07,6.14,13.36,25.64,27.86,1340,0.31,0.36,0.35
,,,,,,,,,,,,,,,,,,,
5.21,65.34,4.46,1.81,0.34,21.62,1.82,93.76,2.24,1.17,52.86,22.15,6.26,13.57,26.09,28.33,1320,0.31,0.36,0.36
,,,,,,,,,,,,,,,,,,,
5.28,65.27,4.47,1.78,0.36,21.75,1.74,93.05,2.23,1.18,51.42,23.61,6.43,13.6,26.46,28.55,1310,0.32,0.38,0.37
,,,,,,,,,,,,,,,,,,,
5.28,65.33,4.47,1.82,0.32,21.51,1.96,94.04,2.21,1.18,52.6,22.03,6.43,13.6,26.46,28.55,1300,0.34,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.33,65.37,4.45,1.76,0.37,21.47,1.82,94.19,2.2,1.2,53.33,21.37,6.6,13.54,26.73,28.64,1300,0.32,0.38,0.36
,,,,,,,,,,,,,,,,,,,
5.28,65.63,4.45,1.77,0.4,21.11,1.92,96.04,2.17,1.19,57.05,17.53,6.46,13.54,26.47,28.54,1300,0.33,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.43,64.83,4.49,1.76,0.45,21.83,1.76,91.88,2.2,1.21,47.91,26.49,6.79,13.66,27.25,29.11,1280,0.3,0.37,0.37
5.36,65.59,4.46,1.81,0.32,22.05,1.64,92.29,2.25,1.2,50.33,25.29,6.66,13.57,26.89,28.75,1310,0.32,0.38,0.37
,,,,,,,,,,,,,,,,,,,
5.25,64.81,4.49,1.75,0.44,21.57,1.82,93.1,2.21,1.17,50.77,23.58,6.32,13.66,26.29,28.56,1330,0.31,0.36,0.37
,,,,,,,,,,,,,,,,,,,
5.18,64.63,4.44,1.75,0.4,21.49,2.24,93.3,2.23,1.17,49.47,24.33,6.21,13.51,25.94,28.2,1270,0.34,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.21,65.08,4.47,1.78,0.4,21.56,2.66,93.61,2.23,1.17,48.82,25.02,6.24,13.6,26.09,28.38,1220,0.33,0.38,0.36
,,,,,,,,,,,,,,,,,,,
5.26,65.64,4.45,1.76,0.32,21.22,2.8,95.66,2.19,1.18,52.81,21.04,6.41,13.54,26.36,28.39,1240,0.31,0.35,0.35
,,,,,,,,,,,,,,,,,,,
5.18,65.7,4.44,1.75,0.38,21.25,1.96,95.77,2.21,1.17,56.79,18.12,6.21,13.51,25.94,28.18,1320,0.32,0.37,0.35
,,,,,,,,,,,,,,,,,,,
5.04,65.67,4.36,1.73,0.35,21.47,1.82,95.18,2.28,1.16,56.62,18.88,5.98,13.27,25.23,27.54,1320,0.31,0.35,0.35
,,,,,,,,,,,,,,,,,,,
4.96,65.28,4.35,1.71,0.49,21.16,2.66,95.96,2.27,1.14,54.53,19.57,5.78,13.24,24.8,27.4,1300,0.38,0.4,0.35
,,,,,,,,,,,,,,,,,,,
5.06,65.52,4.41,1.74,0.36,21.37,2.4,95.27,2.26,1.15,54.21,20.42,5.95,13.42,25.31,27.73,1320,0.33,0.38,0.35
,,,,,,,,,,,,,,,,,,,
5.08,65.62,4.42,1.74,0.39,21.38,2.24,95.33,2.25,1.15,55.04,19.82,5.98,13.45,25.42,27.84,1330,0.31,0.37,0.36
,,,,,,,,,,,,,,,,,,,
5.34,64.91,4.52,1.77,0.37,21.49,2.13,93.37,2.18,1.18,49.87,24.03,6.5,13.75,26.76,28.84,1320,0.35,0.38,0.37
,,,,,,,,,,,,,,,,,,,
5.17,65.27,4.49,1.75,0.36,21.35,1.99,94.73,2.21,1.15,54.16,20.4,6.1,13.66,25.87,28.24,1340,0.32,0.38,0.36
