Al2O3,CaO,Fe2O3,MgO,SO3,SiO2,F.CaO,LSF,SM,A/F,C3S,C2S,C3A,C4AF,2C3A+C4AF,LIQUID %,LT.WT Gm/Ltr,K2O,Na2O,TiO2
4.63,65.28,3.27,1.52,0.37,22.94,1.35,90.78,2.9,1.42,50.09,28.03,6.74,9.95,23.42,23.74,1280,0.36,0.4,0.32
,,,,,,,,,,,,,,,,,,,
4.67,65.22,3.29,1.49,0.37,22.69,1.54,91.51,2.85,1.42,50.67,26.87,6.81,10.01,23.63,23.87,1290,0.36,0.41,0.32
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4.54,64.85,3.26,1.45,0.34,22.39,1.79,92.3,2.87,1.39,51.35,25.5,6.52,9.92,22.95,23.36,1270,0.35,0.41,0.33
,,,,,,,,,,,,,,,,,,,
4.73,64.23,3.36,1.45,0.27,22.54,1.52,90.5,2.79,1.41,47.36,28.93,6.85,10.22,23.92,24.07,1280,0.35,0.43,0.33
,,,,,,,,,,,,,,,,,,,
4.68,64.61,3.37,1.47,0.22,22.47,1.4,91.36,2.79,1.39,50.25,26.55,6.7,10.25,23.65,23.91,1300,0.36,0.42,0.33
,,,,,,,,,,,,,,,,,,,
4.63,65.57,3.27,1.5,0.45,22.78,1.46,91.75,2.88,1.42,52.04,26.1,6.74,9.95,23.42,23.8,1300,0.37,0.42,0.33
,,,,,,,,,,,,,,,,,,,
4.57,65.06,3.25,1.5,0.47,22.84,1.26,90.93,2.92,1.41,50.75,27.24,6.61,9.89,23.11,23.6,1300,0.35,0.42,0.33
